node_id,function,count
28,regeneration,2
49,regeneration,2
51,regeneration,2
56,regeneration,1
58,regeneration,2
84,regeneration,2
93,regeneration,2
4,regeneration,2
6,regeneration,2
19,wavelength_conversion,1
27,wavelength_conversion,1
39,wavelength_conversion,1
60,wavelength_conversion,2
65,wavelength_conversion,2
25,wavelength_conversion,1
28,wavelength_conversion,2
49,wavelength_conversion,2
51,wavelength_conversion,1
56,wavelength_conversion,2
58,wavelength_conversion,2
84,wavelength_conversion,1
93,wavelength_conversion,1
4,wavelength_conversion,2
6,wavelength_conversion,1
19,spectrum_defragmentation,2
27,spectrum_defragmentation,1
39,spectrum_defragmentation,2
60,spectrum_defragmentation,2
65,spectrum_defragmentation,2
25,spectrum_defragmentation,2
28,spectrum_defragmentation,2
49,spectrum_defragmentation,1
51,spectrum_defragmentation,2
56,spectrum_defragmentation,1
58,spectrum_defragmentation,2
84,spectrum_defragmentation,1
93,spectrum_defragmentation,1
4,spectrum_defragmentation,2
6,spectrum_defragmentation,2
78,spectrum_defragmentation,1
91,spectrum_defragmentation,1
19,otn_grooming,2
27,otn_grooming,1
39,otn_grooming,2
60,otn_grooming,2
65,otn_grooming,1
25,otn_grooming,2
28,otn_grooming,1
49,otn_grooming,1
51,otn_grooming,2
56,otn_grooming,2
58,otn_grooming,1
84,otn_grooming,2
93,otn_grooming,1
4,otn_grooming,1
6,otn_grooming,2
19,optical_telemetry,2
27,optical_telemetry,1
39,optical_telemetry,2
60,optical_telemetry,2
65,optical_telemetry,1
25,optical_telemetry,1
28,optical_telemetry,2
49,optical_telemetry,1
51,optical_telemetry,2
56,optical_telemetry,2
58,optical_telemetry,2
84,optical_telemetry,1
93,optical_telemetry,2
4,optical_telemetry,2
6,optical_telemetry,1
59,optical_telemetry,1
19,otdr_fault_loc,2
27,otdr_fault_loc,2
39,otdr_fault_loc,2
60,otdr_fault_loc,2
65,otdr_fault_loc,1
25,otdr_fault_loc,2
28,otdr_fault_loc,2
49,otdr_fault_loc,1
51,otdr_fault_loc,1
56,otdr_fault_loc,2
58,otdr_fault_loc,2
84,otdr_fault_loc,1
93,otdr_fault_loc,2
4,otdr_fault_loc,1
6,otdr_fault_loc,2
19,optical_peering,1
27,optical_peering,1
39,optical_peering,2
60,optical_peering,2
65,optical_peering,2
25,optical_peering,1
28,optical_peering,1
49,optical_peering,2
51,optical_peering,1
56,optical_peering,2
58,optical_peering,2
84,optical_peering,1
93,optical_peering,1
4,optical_peering,1
6,optical_peering,2
34,optical_peering,1
19,caching,2
27,caching,2
39,caching,2
60,caching,1
65,caching,2
25,caching,2
28,caching,2
49,caching,1
51,caching,2
56,caching,2
58,caching,1
84,caching,2
93,caching,2
4,caching,2
6,caching,2
19,ddos_scrubbing,2
27,ddos_scrubbing,2
39,ddos_scrubbing,1
60,ddos_scrubbing,2
65,ddos_scrubbing,2
25,ddos_scrubbing,2
28,ddos_scrubbing,1
49,ddos_scrubbing,2
51,ddos_scrubbing,2
56,ddos_scrubbing,1
58,ddos_scrubbing,2
84,ddos_scrubbing,2
4,ddos_scrubbing,2
6,ddos_scrubbing,1
19,l1_encryption,1
27,l1_encryption,1
39,l1_encryption,1
60,l1_encryption,1
65,l1_encryption,1
25,l1_encryption,2
28,l1_encryption,2
49,l1_encryption,2
51,l1_encryption,1
56,l1_encryption,2
58,l1_encryption,1
84,l1_encryption,2
93,l1_encryption,1
4,l1_encryption,2
6,l1_encryption,2
19,storage,2
27,storage,2
39,storage,1
60,storage,1
65,storage,2
25,storage,1
28,storage,2
49,storage,1
51,storage,2
56,storage,2
58,storage,2
84,storage,2
93,storage,1
4,storage,1
6,storage,2
19,dns_aaa,2
27,dns_aaa,2
39,dns_aaa,1
60,dns_aaa,2
65,dns_aaa,2
25,dns_aaa,2
28,dns_aaa,1
49,dns_aaa,2
51,dns_aaa,1
56,dns_aaa,2
58,dns_aaa,1
84,dns_aaa,1
93,dns_aaa,2
4,dns_aaa,2
6,dns_aaa,2
100,dns_aaa,1
