node_id,function,count
15,protection_switching,1
17,protection_switching,1
20,protection_switching,1
21,protection_switching,1
22,protection_switching,1
29,protection_switching,1
30,protection_switching,1
33,protection_switching,1
38,protection_switching,1
40,protection_switching,1
43,protection_switching,1
44,protection_switching,1
45,protection_switching,1
48,protection_switching,1
49,protection_switching,1
50,protection_switching,1
52,protection_switching,1
54,protection_switching,1
55,protection_switching,1
56,protection_switching,2
57,protection_switching,1
58,protection_switching,1
59,protection_switching,1
63,protection_switching,1
67,protection_switching,1
68,protection_switching,1
69,protection_switching,1
70,protection_switching,1
72,protection_switching,1
73,protection_switching,1
74,protection_switching,1
76,protection_switching,1
78,protection_switching,1
80,protection_switching,1
88,protection_switching,1
93,protection_switching,1
95,protection_switching,1
96,protection_switching,1
97,protection_switching,1
98,protection_switching,1
99,protection_switching,1
16,restoration,1
18,restoration,1
21,restoration,1
23,restoration,1
25,restoration,1
26,restoration,1
35,restoration,1
37,restoration,1
47,restoration,1
48,restoration,1
49,restoration,1
57,restoration,1
58,restoration,1
59,restoration,1
60,restoration,1
63,restoration,1
73,restoration,1
76,restoration,1
79,restoration,1
84,restoration,1
88,restoration,1
91,restoration,1
93,restoration,1
97,restoration,1
99,restoration,1
100,restoration,1
1,regeneration,1
6,regeneration,1
7,regeneration,1
8,regeneration,1
13,regeneration,1
19,regeneration,1
20,regeneration,1
32,regeneration,1
34,regeneration,1
38,regeneration,1
45,regeneration,1
52,regeneration,1
56,regeneration,2
57,regeneration,1
64,regeneration,1
67,regeneration,1
92,regeneration,1
93,regeneration,1
95,regeneration,1
96,regeneration,1
98,regeneration,1
1,wavelength_conversion,1
7,wavelength_conversion,1
17,wavelength_conversion,1
18,wavelength_conversion,1
21,wavelength_conversion,1
27,wavelength_conversion,1
29,wavelength_conversion,1
36,wavelength_conversion,1
38,wavelength_conversion,1
42,wavelength_conversion,1
43,wavelength_conversion,1
49,wavelength_conversion,1
63,wavelength_conversion,1
67,wavelength_conversion,1
70,wavelength_conversion,1
75,wavelength_conversion,1
88,wavelength_conversion,1
99,wavelength_conversion,1
100,wavelength_conversion,1
8,spectrum_defragmentation,1
13,spectrum_defragmentation,1
15,spectrum_defragmentation,1
16,spectrum_defragmentation,1
23,spectrum_defragmentation,1
24,spectrum_defragmentation,1
27,spectrum_defragmentation,1
29,spectrum_defragmentation,1
40,spectrum_defragmentation,1
42,spectrum_defragmentation,1
43,spectrum_defragmentation,1
48,spectrum_defragmentation,1
50,spectrum_defragmentation,1
57,spectrum_defragmentation,1
59,spectrum_defragmentation,1
61,spectrum_defragmentation,1
71,spectrum_defragmentation,1
78,spectrum_defragmentation,1
79,spectrum_defragmentation,1
81,spectrum_defragmentation,1
94,spectrum_defragmentation,1
96,spectrum_defragmentation,1
1,otn_grooming,1
3,otn_grooming,1
4,otn_grooming,1
6,otn_grooming,1
10,otn_grooming,1
11,otn_grooming,1
13,otn_grooming,1
19,otn_grooming,2
21,otn_grooming,1
28,otn_grooming,1
32,otn_grooming,1
35,otn_grooming,1
38,otn_grooming,1
39,otn_grooming,2
41,otn_grooming,1
42,otn_grooming,1
43,otn_grooming,1
44,otn_grooming,1
50,otn_grooming,1
52,otn_grooming,1
55,otn_grooming,1
68,otn_grooming,1
69,otn_grooming,1
71,otn_grooming,1
72,otn_grooming,1
79,otn_grooming,1
80,otn_grooming,1
82,otn_grooming,1
85,otn_grooming,1
86,otn_grooming,1
89,otn_grooming,1
94,otn_grooming,1
95,otn_grooming,1
97,otn_grooming,1
100,otn_grooming,1
2,optical_telemetry,1
15,optical_telemetry,1
19,optical_telemetry,1
22,optical_telemetry,1
24,optical_telemetry,1
25,optical_telemetry,1
27,optical_telemetry,1
36,optical_telemetry,1
40,optical_telemetry,1
41,optical_telemetry,1
43,optical_telemetry,1
49,optical_telemetry,1
55,optical_telemetry,1
56,optical_telemetry,1
57,optical_telemetry,1
58,optical_telemetry,1
60,optical_telemetry,1
62,optical_telemetry,1
63,optical_telemetry,1
66,optical_telemetry,1
67,optical_telemetry,1
68,optical_telemetry,1
72,optical_telemetry,1
77,optical_telemetry,1
86,optical_telemetry,1
87,optical_telemetry,1
90,optical_telemetry,1
94,optical_telemetry,1
95,optical_telemetry,1
96,optical_telemetry,1
100,optical_telemetry,1
5,otdr_fault_loc,1
7,otdr_fault_loc,1
9,otdr_fault_loc,1
12,otdr_fault_loc,1
14,otdr_fault_loc,1
20,otdr_fault_loc,1
22,otdr_fault_loc,1
31,otdr_fault_loc,2
35,otdr_fault_loc,1
37,otdr_fault_loc,1
39,otdr_fault_loc,2
46,otdr_fault_loc,1
51,otdr_fault_loc,1
54,otdr_fault_loc,1
63,otdr_fault_loc,1
66,otdr_fault_loc,1
68,otdr_fault_loc,1
69,otdr_fault_loc,1
81,otdr_fault_loc,1
84,otdr_fault_loc,1
5,optical_peering,1
6,optical_peering,1
10,optical_peering,1
12,optical_peering,1
16,optical_peering,1
18,optical_peering,1
19,optical_peering,1
28,optical_peering,1
31,optical_peering,1
51,optical_peering,1
54,optical_peering,1
60,optical_peering,1
61,optical_peering,1
65,optical_peering,1
67,optical_peering,1
71,optical_peering,1
76,optical_peering,1
77,optical_peering,1
82,optical_peering,1
84,optical_peering,1
93,optical_peering,1
99,optical_peering,1
11,caching,1
13,caching,1
14,caching,1
16,caching,1
17,caching,1
18,caching,1
19,caching,1
20,caching,1
23,caching,1
24,caching,1
29,caching,1
39,caching,1
40,caching,1
41,caching,1
42,caching,1
43,caching,1
47,caching,1
49,caching,1
53,caching,1
61,caching,1
62,caching,1
65,caching,1
76,caching,1
77,caching,1
81,caching,1
86,caching,1
87,caching,1
89,caching,1
92,caching,1
95,caching,1
96,caching,1
100,caching,1
7,ddos_scrubbing,1
8,ddos_scrubbing,1
9,ddos_scrubbing,1
11,ddos_scrubbing,1
17,ddos_scrubbing,1
19,ddos_scrubbing,1
30,ddos_scrubbing,1
31,ddos_scrubbing,1
32,ddos_scrubbing,1
49,ddos_scrubbing,1
50,ddos_scrubbing,1
53,ddos_scrubbing,1
60,ddos_scrubbing,1
65,ddos_scrubbing,1
66,ddos_scrubbing,1
69,ddos_scrubbing,1
74,ddos_scrubbing,1
80,ddos_scrubbing,1
92,ddos_scrubbing,1
1,l1_encryption,1
7,l1_encryption,1
15,l1_encryption,1
19,l1_encryption,1
21,l1_encryption,1
26,l1_encryption,1
32,l1_encryption,1
36,l1_encryption,1
40,l1_encryption,1
43,l1_encryption,1
44,l1_encryption,1
52,l1_encryption,1
54,l1_encryption,1
57,l1_encryption,1
64,l1_encryption,1
76,l1_encryption,1
77,l1_encryption,1
82,l1_encryption,1
91,l1_encryption,1
93,l1_encryption,1
5,storage,1
12,storage,1
18,storage,1
20,storage,1
21,storage,1
25,storage,1
28,storage,2
32,storage,1
37,storage,1
49,storage,1
53,storage,1
55,storage,1
56,storage,1
60,storage,1
62,storage,1
63,storage,1
69,storage,1
72,storage,1
75,storage,1
78,storage,1
87,storage,1
94,storage,1
10,dns_aaa,1
11,dns_aaa,1
18,dns_aaa,1
19,dns_aaa,1
24,dns_aaa,1
26,dns_aaa,1
31,dns_aaa,1
32,dns_aaa,1
33,dns_aaa,1
38,dns_aaa,1
39,dns_aaa,1
40,dns_aaa,1
42,dns_aaa,1
45,dns_aaa,1
48,dns_aaa,1
51,dns_aaa,1
54,dns_aaa,1
55,dns_aaa,1
56,dns_aaa,1
58,dns_aaa,1
59,dns_aaa,1
62,dns_aaa,1
66,dns_aaa,1
67,dns_aaa,1
80,dns_aaa,1
83,dns_aaa,1
89,dns_aaa,1
90,dns_aaa,1
91,dns_aaa,1
92,dns_aaa,1
98,dns_aaa,1
99,dns_aaa,1
