node_id,function,count
47,optical_control_plane,1
49,optical_control_plane,1
50,optical_control_plane,1
51,optical_control_plane,1
58,optical_control_plane,1
59,optical_control_plane,1
67,optical_control_plane,1
69,optical_control_plane,1
72,optical_control_plane,1
73,optical_control_plane,1
75,optical_control_plane,1
82,optical_control_plane,1
83,optical_control_plane,1
84,optical_control_plane,1
87,optical_control_plane,1
88,optical_control_plane,1
91,optical_control_plane,1
94,optical_control_plane,2
98,optical_control_plane,1
103,optical_control_plane,1
106,optical_control_plane,1
107,optical_control_plane,1
109,optical_control_plane,1
117,optical_control_plane,1
119,optical_control_plane,1
121,optical_control_plane,1
122,optical_control_plane,1
123,optical_control_plane,1
125,optical_control_plane,1
128,optical_control_plane,1
130,optical_control_plane,1
134,optical_control_plane,1
140,optical_control_plane,1
141,optical_control_plane,1
1,pce,1
4,pce,1
6,pce,1
8,pce,1
12,pce,1
14,pce,1
15,pce,1
22,pce,1
26,pce,2
39,pce,1
44,pce,1
46,pce,1
47,pce,1
49,pce,1
54,pce,1
55,pce,1
57,pce,1
58,pce,1
62,pce,1
66,pce,1
67,pce,1
70,pce,1
75,pce,1
78,pce,1
79,pce,1
86,pce,1
87,pce,1
104,pce,1
105,pce,1
107,pce,1
110,pce,1
112,pce,1
113,pce,1
114,pce,1
115,pce,1
116,pce,1
117,pce,1
118,pce,1
119,pce,1
127,pce,1
128,pce,1
129,pce,1
132,pce,1
135,pce,1
137,pce,1
139,pce,1
4,protection_switching,1
8,protection_switching,1
11,protection_switching,1
12,protection_switching,1
13,protection_switching,1
14,protection_switching,1
15,protection_switching,1
19,protection_switching,1
21,protection_switching,1
33,protection_switching,1
35,protection_switching,1
38,protection_switching,1
40,protection_switching,1
42,protection_switching,1
44,protection_switching,1
51,protection_switching,1
53,protection_switching,1
54,protection_switching,1
64,protection_switching,1
65,protection_switching,1
66,protection_switching,1
74,protection_switching,1
75,protection_switching,1
77,protection_switching,1
78,protection_switching,1
80,protection_switching,1
91,protection_switching,1
94,protection_switching,1
96,protection_switching,1
99,protection_switching,1
105,protection_switching,1
108,protection_switching,1
110,protection_switching,1
114,protection_switching,1
116,protection_switching,1
117,protection_switching,1
118,protection_switching,1
120,protection_switching,1
123,protection_switching,1
124,protection_switching,1
125,protection_switching,1
128,protection_switching,1
130,protection_switching,1
136,protection_switching,1
137,protection_switching,1
138,protection_switching,1
143,protection_switching,1
2,restoration,1
3,restoration,1
7,restoration,1
9,restoration,1
12,restoration,1
13,restoration,1
14,restoration,1
20,restoration,1
22,restoration,1
27,restoration,1
32,restoration,1
33,restoration,1
35,restoration,1
36,restoration,1
40,restoration,1
41,restoration,1
44,restoration,1
47,restoration,1
52,restoration,1
68,restoration,2
70,restoration,1
72,restoration,1
75,restoration,1
78,restoration,1
79,restoration,1
80,restoration,1
90,restoration,1
91,restoration,1
93,restoration,1
94,restoration,1
99,restoration,1
102,restoration,1
104,restoration,1
106,restoration,1
107,restoration,1
109,restoration,1
110,restoration,1
115,restoration,1
116,restoration,1
122,restoration,1
123,restoration,1
134,restoration,1
137,restoration,1
141,restoration,1
143,restoration,1
1,regeneration,1
6,regeneration,1
7,regeneration,1
19,regeneration,1
31,regeneration,1
32,regeneration,1
40,regeneration,1
45,regeneration,1
47,regeneration,2
54,regeneration,1
58,regeneration,1
61,regeneration,1
64,regeneration,1
74,regeneration,1
81,regeneration,1
89,regeneration,1
91,regeneration,1
93,regeneration,1
103,regeneration,1
110,regeneration,1
113,regeneration,1
126,regeneration,1
128,regeneration,1
133,regeneration,1
135,regeneration,1
136,regeneration,1
138,regeneration,1
142,regeneration,1
143,regeneration,1
2,wavelength_conversion,1
4,wavelength_conversion,1
8,wavelength_conversion,1
9,wavelength_conversion,1
11,wavelength_conversion,1
20,wavelength_conversion,1
23,wavelength_conversion,1
26,wavelength_conversion,1
28,wavelength_conversion,1
29,wavelength_conversion,1
31,wavelength_conversion,1
33,wavelength_conversion,1
35,wavelength_conversion,1
36,wavelength_conversion,1
38,wavelength_conversion,1
42,wavelength_conversion,1
48,wavelength_conversion,1
58,wavelength_conversion,1
61,wavelength_conversion,2
63,wavelength_conversion,1
64,wavelength_conversion,1
71,wavelength_conversion,2
76,wavelength_conversion,1
77,wavelength_conversion,1
80,wavelength_conversion,1
86,wavelength_conversion,1
91,wavelength_conversion,1
106,wavelength_conversion,1
110,wavelength_conversion,1
114,wavelength_conversion,1
117,wavelength_conversion,1
130,wavelength_conversion,1
134,wavelength_conversion,1
135,wavelength_conversion,1
137,wavelength_conversion,1
7,spectrum_defragmentation,1
10,spectrum_defragmentation,1
11,spectrum_defragmentation,1
16,spectrum_defragmentation,1
19,spectrum_defragmentation,1
20,spectrum_defragmentation,1
21,spectrum_defragmentation,1
25,spectrum_defragmentation,1
31,spectrum_defragmentation,1
32,spectrum_defragmentation,1
40,spectrum_defragmentation,1
41,spectrum_defragmentation,1
44,spectrum_defragmentation,1
48,spectrum_defragmentation,1
49,spectrum_defragmentation,1
50,spectrum_defragmentation,1
54,spectrum_defragmentation,1
59,spectrum_defragmentation,1
60,spectrum_defragmentation,1
62,spectrum_defragmentation,1
63,spectrum_defragmentation,1
65,spectrum_defragmentation,1
68,spectrum_defragmentation,1
75,spectrum_defragmentation,1
84,spectrum_defragmentation,1
85,spectrum_defragmentation,1
89,spectrum_defragmentation,1
91,spectrum_defragmentation,1
93,spectrum_defragmentation,1
94,spectrum_defragmentation,1
100,spectrum_defragmentation,1
105,spectrum_defragmentation,1
108,spectrum_defragmentation,1
118,spectrum_defragmentation,1
121,spectrum_defragmentation,1
123,spectrum_defragmentation,1
124,spectrum_defragmentation,1
136,spectrum_defragmentation,1
139,spectrum_defragmentation,1
17,otn_grooming,1
18,otn_grooming,1
22,otn_grooming,1
24,otn_grooming,1
27,otn_grooming,1
29,otn_grooming,1
32,otn_grooming,1
36,otn_grooming,1
47,otn_grooming,1
53,otn_grooming,1
57,otn_grooming,1
68,otn_grooming,1
71,otn_grooming,1
73,otn_grooming,1
74,otn_grooming,1
78,otn_grooming,1
80,otn_grooming,1
83,otn_grooming,1
84,otn_grooming,1
89,otn_grooming,1
90,otn_grooming,1
95,otn_grooming,1
96,otn_grooming,1
105,otn_grooming,1
111,otn_grooming,1
123,otn_grooming,1
125,otn_grooming,1
126,otn_grooming,1
128,otn_grooming,1
129,otn_grooming,1
130,otn_grooming,1
133,otn_grooming,1
136,otn_grooming,1
137,otn_grooming,1
142,otn_grooming,1
2,optical_telemetry,1
8,optical_telemetry,1
9,optical_telemetry,1
11,optical_telemetry,1
12,optical_telemetry,1
13,optical_telemetry,1
14,optical_telemetry,1
18,optical_telemetry,1
25,optical_telemetry,1
26,optical_telemetry,1
34,optical_telemetry,1
35,optical_telemetry,1
44,optical_telemetry,1
49,optical_telemetry,1
50,optical_telemetry,1
51,optical_telemetry,1
54,optical_telemetry,1
59,optical_telemetry,1
61,optical_telemetry,1
62,optical_telemetry,1
63,optical_telemetry,1
64,optical_telemetry,1
66,optical_telemetry,1
67,optical_telemetry,1
70,optical_telemetry,2
71,optical_telemetry,1
73,optical_telemetry,1
76,optical_telemetry,1
77,optical_telemetry,1
78,optical_telemetry,1
80,optical_telemetry,1
86,optical_telemetry,1
88,optical_telemetry,1
91,optical_telemetry,1
97,optical_telemetry,1
98,optical_telemetry,1
99,optical_telemetry,1
100,optical_telemetry,1
116,optical_telemetry,1
119,optical_telemetry,1
120,optical_telemetry,1
123,optical_telemetry,1
131,optical_telemetry,1
136,optical_telemetry,1
137,optical_telemetry,1
140,optical_telemetry,1
2,otdr_fault_loc,1
9,otdr_fault_loc,1
16,otdr_fault_loc,1
20,otdr_fault_loc,1
29,otdr_fault_loc,1
36,otdr_fault_loc,1
40,otdr_fault_loc,1
44,otdr_fault_loc,1
48,otdr_fault_loc,1
49,otdr_fault_loc,1
51,otdr_fault_loc,1
56,otdr_fault_loc,1
62,otdr_fault_loc,1
66,otdr_fault_loc,1
70,otdr_fault_loc,1
72,otdr_fault_loc,1
73,otdr_fault_loc,1
75,otdr_fault_loc,1
81,otdr_fault_loc,1
84,otdr_fault_loc,1
85,otdr_fault_loc,1
87,otdr_fault_loc,1
93,otdr_fault_loc,1
105,otdr_fault_loc,1
106,otdr_fault_loc,1
111,otdr_fault_loc,1
112,otdr_fault_loc,1
115,otdr_fault_loc,1
120,otdr_fault_loc,1
121,otdr_fault_loc,1
122,otdr_fault_loc,1
123,otdr_fault_loc,1
134,otdr_fault_loc,1
141,otdr_fault_loc,1
5,optical_peering,1
8,optical_peering,1
16,optical_peering,1
17,optical_peering,1
21,optical_peering,1
25,optical_peering,1
26,optical_peering,1
46,optical_peering,1
47,optical_peering,1
51,optical_peering,1
53,optical_peering,1
59,optical_peering,1
60,optical_peering,1
61,optical_peering,1
63,optical_peering,1
66,optical_peering,1
75,optical_peering,1
76,optical_peering,1
81,optical_peering,1
82,optical_peering,1
98,optical_peering,2
105,optical_peering,1
119,optical_peering,1
120,optical_peering,1
122,optical_peering,1
127,optical_peering,1
131,optical_peering,1
3,caching,1
6,caching,1
10,caching,1
14,caching,1
15,caching,1
25,caching,1
28,caching,1
32,caching,1
41,caching,1
47,caching,1
55,caching,1
57,caching,1
59,caching,1
68,caching,2
76,caching,1
80,caching,1
90,caching,1
95,caching,1
97,caching,1
98,caching,1
101,caching,1
106,caching,1
109,caching,1
112,caching,1
123,caching,1
137,caching,1
142,caching,1
1,ddos_scrubbing,1
2,ddos_scrubbing,1
3,ddos_scrubbing,1
5,ddos_scrubbing,1
6,ddos_scrubbing,1
21,ddos_scrubbing,1
27,ddos_scrubbing,1
41,ddos_scrubbing,1
45,ddos_scrubbing,1
48,ddos_scrubbing,1
64,ddos_scrubbing,1
74,ddos_scrubbing,1
75,ddos_scrubbing,1
79,ddos_scrubbing,1
80,ddos_scrubbing,1
88,ddos_scrubbing,1
94,ddos_scrubbing,1
95,ddos_scrubbing,1
121,ddos_scrubbing,1
125,ddos_scrubbing,1
128,ddos_scrubbing,1
130,ddos_scrubbing,1
133,ddos_scrubbing,1
134,ddos_scrubbing,1
136,ddos_scrubbing,1
138,ddos_scrubbing,1
142,ddos_scrubbing,1
2,l1_encryption,1
17,l1_encryption,1
20,l1_encryption,1
27,l1_encryption,1
32,l1_encryption,1
41,l1_encryption,1
44,l1_encryption,1
50,l1_encryption,1
58,l1_encryption,1
68,l1_encryption,1
71,l1_encryption,1
81,l1_encryption,1
84,l1_encryption,1
87,l1_encryption,1
94,l1_encryption,1
96,l1_encryption,1
97,l1_encryption,1
98,l1_encryption,1
99,l1_encryption,1
104,l1_encryption,1
108,l1_encryption,1
109,l1_encryption,1
117,l1_encryption,1
121,l1_encryption,1
124,l1_encryption,1
127,l1_encryption,1
131,l1_encryption,1
134,l1_encryption,1
137,l1_encryption,1
1,storage,1
2,storage,1
6,storage,1
20,storage,1
22,storage,1
24,storage,1
26,storage,1
36,storage,1
39,storage,1
41,storage,1
44,storage,1
52,storage,1
55,storage,1
57,storage,1
59,storage,2
61,storage,2
63,storage,1
68,storage,2
69,storage,1
85,storage,1
88,storage,1
89,storage,1
94,storage,1
95,storage,2
97,storage,1
98,storage,1
107,storage,1
117,storage,1
119,storage,1
124,storage,1
127,storage,1
129,storage,1
133,storage,1
136,storage,1
141,storage,1
142,storage,1
5,dns_aaa,1
6,dns_aaa,1
13,dns_aaa,1
17,dns_aaa,1
18,dns_aaa,1
20,dns_aaa,1
22,dns_aaa,1
26,dns_aaa,1
31,dns_aaa,1
33,dns_aaa,1
35,dns_aaa,1
36,dns_aaa,1
48,dns_aaa,1
53,dns_aaa,1
54,dns_aaa,1
64,dns_aaa,1
70,dns_aaa,1
73,dns_aaa,1
76,dns_aaa,1
77,dns_aaa,1
81,dns_aaa,1
82,dns_aaa,1
83,dns_aaa,1
85,dns_aaa,1
86,dns_aaa,1
99,dns_aaa,1
101,dns_aaa,1
103,dns_aaa,1
104,dns_aaa,1
108,dns_aaa,1
109,dns_aaa,1
111,dns_aaa,1
112,dns_aaa,1
115,dns_aaa,1
121,dns_aaa,1
127,dns_aaa,1
128,dns_aaa,1
130,dns_aaa,1
132,dns_aaa,1
135,dns_aaa,1
136,dns_aaa,1
137,dns_aaa,1
139,dns_aaa,1
