id,lat,lon,region,role,degree
87,50.90592249007382,1.2890087193934168,R3,DC,3
88,51.20011028908862,1.748997209715355,R3,DC,4
89,50.190576989367536,3.883237623709868,R3,ER,2
90,50.31351901383346,3.4194582212515807,R3,ER,2
91,50.34637679928203,2.7485881113355832,R3,CR,5
92,50.161471395106076,3.4875269321960194,R3,ER,2
93,51.622454309060274,1.6298792533857775,R3,ER,2
94,50.66030810848438,2.3692439820883884,R3,DC,3
95,51.6490022601103,1.1707691851156952,R3,DC,5
96,51.93015732047155,1.4208546230330694,R3,ER,2
97,50.41592070401628,-0.4121357047330934,R1,DC,3
98,50.07560865093297,0.33857995091465665,R3,DC,6
99,49.94079845479187,-0.7072234111912733,R1,ER,3
100,49.83648197889672,-0.26253642814733535,R1,ER,2
101,49.59659350241439,-0.43453594283633273,R1,ER,2
102,49.76224366743786,-0.8080252028560443,R1,ER,3
103,49.51810332271101,1.391403272664261,R3,CR,2
104,49.71213430380479,0.43831742547604713,R3,CR,3
105,49.85485112130982,2.6693784363594197,R3,CR,2
106,49.550240320642004,2.1291774038400186,R3,CR,2
107,49.05789725010305,0.6644129470275331,R3,CR,2
108,47.63073308189362,2.183571486830626,R4,CR,3
109,45.0,2.1645654831291643,R4,ER,2
110,45.24511244852048,2.2627983770042697,R4,CR,3
111,45.03625697636032,2.790519975243322,R4,ER,1
112,45.56548838666804,1.3526883300778394,R4,CR,2
113,45.69519438750582,0.27954914325041513,R4,CR,4
114,45.26973689547424,0.6763620295658713,R4,ER,2
115,45.4251164774105,0.9961919596276886,R4,ER,3
116,45.22824356352908,1.630491826371041,R4,ER,2
117,46.10436922190055,-0.1935931240109411,R4,CR,3
118,52.288252658421314,0.7830460303589127,R3,CR,3
119,52.009654724878956,1.214737252987396,R3,IXP,5
120,51.391127318411804,2.2029263628077396,R3,ER,1
121,52.49685287454859,1.0563165940012493,R3,CR,2
122,51.715411467870936,1.1168477311755987,R3,CR,2
123,51.88914203497198,-0.9197312518494101,R2,CR,2
124,51.90599139837376,1.6885363670998366,R3,CR,2
125,50.990932857839354,2.1502013363773393,R3,IXP,4
126,51.4390092224704,2.0213016957123457,R3,CR,3
127,51.1872268563153,1.7141865551629554,R3,DC,4
128,46.0669922687138,-0.4359395907120106,R4,CR,5
129,46.45788124036125,-0.8337560430195257,R4,CR,3
130,47.378024744268956,-1.0226685064209176,R1,IXP,2
131,48.374974694396215,-1.4109309895712934,R1,IXP,2
132,48.50734757620615,-1.5781533499748381,R1,ER,2
133,46.93748515197307,-1.1938951910465747,R4,CR,2
134,47.31926153965362,-1.3538949138056422,R1,CR,2
135,48.09334072558652,-1.4229028940496677,R1,CR,3
136,47.50428851585447,3.478163420692329,R4,ER,2
137,47.65176131626267,3.098053460709107,R4,ER,2
138,47.263942239189106,3.435220967425838,R4,ER,2
139,47.84267752607189,2.381612713655139,R4,CR,2
140,48.04057128633603,1.7249446807268987,R4,CR,4
141,48.653845994854706,1.3792089090582378,R4,CR,2
142,45.6097384657336,-0.5803094978088021,R4,ER,1
143,45.61407797810216,-0.044513536217291885,R4,ER,2
