node_id,function,count
12,optical_control_plane,2
33,optical_control_plane,1
38,optical_control_plane,2
59,optical_control_plane,2
61,optical_control_plane,1
71,optical_control_plane,1
76,optical_control_plane,2
88,optical_control_plane,2
113,optical_control_plane,2
125,optical_control_plane,1
127,optical_control_plane,1
140,optical_control_plane,2
47,pce,2
98,pce,1
26,pce,1
53,pce,2
81,pce,1
91,pce,2
95,pce,1
119,pce,1
128,pce,1
6,pce,2
12,pce,1
33,pce,2
38,pce,2
59,pce,2
61,pce,1
71,pce,2
76,pce,1
88,pce,2
113,pce,1
125,pce,2
127,pce,2
140,pce,1
47,protection_switching,2
98,protection_switching,2
26,protection_switching,1
53,protection_switching,1
81,protection_switching,1
91,protection_switching,1
95,protection_switching,1
119,protection_switching,2
128,protection_switching,1
6,protection_switching,2
12,protection_switching,2
33,protection_switching,2
38,protection_switching,2
59,protection_switching,2
61,protection_switching,1
71,protection_switching,2
76,protection_switching,2
88,protection_switching,2
113,protection_switching,2
125,protection_switching,1
127,protection_switching,1
140,protection_switching,2
35,protection_switching,1
47,restoration,2
98,restoration,2
26,restoration,1
53,restoration,2
81,restoration,1
91,restoration,2
95,restoration,1
119,restoration,1
128,restoration,2
6,restoration,1
12,restoration,2
33,restoration,2
38,restoration,1
59,restoration,1
61,restoration,2
71,restoration,1
76,restoration,2
88,restoration,1
113,restoration,2
125,restoration,1
127,restoration,1
140,restoration,2
5,restoration,1
47,regeneration,2
98,regeneration,2
26,regeneration,1
53,regeneration,2
81,regeneration,1
91,regeneration,1
95,regeneration,2
119,regeneration,2
6,regeneration,2
12,regeneration,1
33,regeneration,2
38,regeneration,2
59,regeneration,2
61,regeneration,1
71,regeneration,2
88,regeneration,2
113,regeneration,1
125,regeneration,2
140,regeneration,1
19,regeneration,1
28,regeneration,1
47,wavelength_conversion,1
98,wavelength_conversion,2
26,wavelength_conversion,2
53,wavelength_conversion,1
81,wavelength_conversion,2
91,wavelength_conversion,1
95,wavelength_conversion,1
119,wavelength_conversion,2
128,wavelength_conversion,1
6,wavelength_conversion,1
33,wavelength_conversion,2
38,wavelength_conversion,1
59,wavelength_conversion,2
61,wavelength_conversion,1
71,wavelength_conversion,1
76,wavelength_conversion,1
88,wavelength_conversion,2
113,wavelength_conversion,1
125,wavelength_conversion,2
127,wavelength_conversion,1
140,wavelength_conversion,2
47,spectrum_defragmentation,1
98,spectrum_defragmentation,2
26,spectrum_defragmentation,1
53,spectrum_defragmentation,2
81,spectrum_defragmentation,1
91,spectrum_defragmentation,1
95,spectrum_defragmentation,2
119,spectrum_defragmentation,2
128,spectrum_defragmentation,2
6,spectrum_defragmentation,2
12,spectrum_defragmentation,2
33,spectrum_defragmentation,2
38,spectrum_defragmentation,2
59,spectrum_defragmentation,2
61,spectrum_defragmentation,2
71,spectrum_defragmentation,2
76,spectrum_defragmentation,1
88,spectrum_defragmentation,2
113,spectrum_defragmentation,1
125,spectrum_defragmentation,2
127,spectrum_defragmentation,1
140,spectrum_defragmentation,2
47,otn_grooming,2
98,otn_grooming,1
26,otn_grooming,1
53,otn_grooming,1
81,otn_grooming,2
91,otn_grooming,2
95,otn_grooming,2
119,otn_grooming,1
128,otn_grooming,1
6,otn_grooming,2
12,otn_grooming,1
33,otn_grooming,2
38,otn_grooming,2
59,otn_grooming,1
61,otn_grooming,1
71,otn_grooming,1
76,otn_grooming,2
88,otn_grooming,2
113,otn_grooming,2
125,otn_grooming,2
127,otn_grooming,1
140,otn_grooming,1
2,otn_grooming,1
47,optical_telemetry,1
98,optical_telemetry,1
26,optical_telemetry,2
53,optical_telemetry,1
81,optical_telemetry,2
91,optical_telemetry,1
95,optical_telemetry,2
119,optical_telemetry,1
128,optical_telemetry,1
6,optical_telemetry,2
12,optical_telemetry,2
33,optical_telemetry,2
38,optical_telemetry,1
59,optical_telemetry,1
61,optical_telemetry,2
71,optical_telemetry,2
76,optical_telemetry,1
88,optical_telemetry,2
113,optical_telemetry,1
125,optical_telemetry,2
127,optical_telemetry,2
140,optical_telemetry,1
47,otdr_fault_loc,2
98,otdr_fault_loc,2
26,otdr_fault_loc,1
53,otdr_fault_loc,2
81,otdr_fault_loc,2
91,otdr_fault_loc,2
95,otdr_fault_loc,2
119,otdr_fault_loc,2
128,otdr_fault_loc,2
6,otdr_fault_loc,1
12,otdr_fault_loc,1
33,otdr_fault_loc,1
38,otdr_fault_loc,1
59,otdr_fault_loc,1
61,otdr_fault_loc,1
71,otdr_fault_loc,2
76,otdr_fault_loc,2
88,otdr_fault_loc,2
113,otdr_fault_loc,1
125,otdr_fault_loc,2
127,otdr_fault_loc,1
140,otdr_fault_loc,2
47,optical_peering,1
98,optical_peering,1
26,optical_peering,2
53,optical_peering,2
81,optical_peering,2
91,optical_peering,1
95,optical_peering,1
119,optical_peering,2
128,optical_peering,2
6,optical_peering,2
12,optical_peering,1
33,optical_peering,2
38,optical_peering,1
59,optical_peering,2
61,optical_peering,1
71,optical_peering,2
76,optical_peering,1
88,optical_peering,1
113,optical_peering,2
125,optical_peering,1
127,optical_peering,2
140,optical_peering,2
47,caching,1
98,caching,1
26,caching,1
53,caching,2
81,caching,2
91,caching,2
95,caching,2
119,caching,2
128,caching,2
6,caching,1
12,caching,2
33,caching,1
38,caching,2
59,caching,2
61,caching,2
71,caching,1
76,caching,2
88,caching,2
113,caching,2
125,caching,1
127,caching,2
140,caching,1
47,ddos_scrubbing,2
98,ddos_scrubbing,1
26,ddos_scrubbing,2
53,ddos_scrubbing,1
81,ddos_scrubbing,2
91,ddos_scrubbing,2
95,ddos_scrubbing,1
119,ddos_scrubbing,2
128,ddos_scrubbing,2
6,ddos_scrubbing,2
12,ddos_scrubbing,1
33,ddos_scrubbing,1
59,ddos_scrubbing,2
61,ddos_scrubbing,2
71,ddos_scrubbing,2
76,ddos_scrubbing,2
88,ddos_scrubbing,1
113,ddos_scrubbing,1
125,ddos_scrubbing,1
127,ddos_scrubbing,2
140,ddos_scrubbing,2
47,l1_encryption,2
98,l1_encryption,2
26,l1_encryption,1
81,l1_encryption,2
91,l1_encryption,1
95,l1_encryption,1
119,l1_encryption,2
128,l1_encryption,1
6,l1_encryption,1
12,l1_encryption,1
33,l1_encryption,2
38,l1_encryption,2
59,l1_encryption,1
61,l1_encryption,1
71,l1_encryption,2
76,l1_encryption,2
88,l1_encryption,2
113,l1_encryption,2
125,l1_encryption,2
127,l1_encryption,2
140,l1_encryption,2
47,storage,1
98,storage,2
26,storage,2
53,storage,2
81,storage,1
91,storage,1
95,storage,2
119,storage,2
128,storage,2
6,storage,1
33,storage,2
38,storage,2
59,storage,2
61,storage,2
71,storage,2
76,storage,2
88,storage,2
113,storage,2
125,storage,2
127,storage,2
140,storage,1
47,dns_aaa,1
98,dns_aaa,1
26,dns_aaa,2
53,dns_aaa,1
81,dns_aaa,2
91,dns_aaa,2
95,dns_aaa,1
119,dns_aaa,2
128,dns_aaa,2
6,dns_aaa,1
12,dns_aaa,2
33,dns_aaa,2
38,dns_aaa,2
59,dns_aaa,2
61,dns_aaa,2
71,dns_aaa,1
76,dns_aaa,1
88,dns_aaa,2
113,dns_aaa,1
125,dns_aaa,2
127,dns_aaa,1
140,dns_aaa,2
103,dns_aaa,1
